mul_id,name,variant,class_name,technology,role,tonnage,bf_size,bf_move,bf_tmm,bf_armor,bf_structure,bf_threshold,bf_damage_short,bf_damage_short_min,bf_damage_medium,bf_damage_medium_min,bf_damage_long,bf_damage_long_min,bf_damage_extreme,bf_overheat,bf_point_value,bf_abilities,date_introduced,era_id,rules_level,battle_value,ab_ecm,ab_aecm,ab_stl,ab_lrm,ab_srm,ab_if,ab_narc,ab_case,ab_c3i,ab_c3s,ab_c3m,ab_tag,ab_rcn,ab_prb
2910,Shadow Hawk SHD-9D,SHD-9D,Shadow Hawk,Inner Sphere,Skirmisher,55.0,2,10inj,0,6,3,0,3,False,3,False,1,False,0,0,37,"C3S,CASE,IF1,MHQ1",3070,14,Standard,1313,0,0,0,0,0,1,0,1,0,1,0,0,0,0
2088,Marshal MHL-2L,MHL-2L,Marshal,Inner Sphere,Skirmisher,55.0,2,8inj,0,6,5,0,3,False,3,False,1,False,0,0,32,IF1,3063,247,Standard,1313,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3574,Wolverine WVR-7D,WVR-7D,Wolverine,Inner Sphere,Skirmisher,55.0,2,12in/10inj,0,6,3,0,3,False,3,False,1,False,0,0,34,CASE,3050,13,Standard,1314,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3217,Thunder Fox TFT-A9,TFT-A9,Thunder Fox,Inner Sphere,Sniper,55.0,2,8in/6inj,0,5,5,0,3,False,3,False,2,False,0,0,30,CASE,3077,14,Standard,1325,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1895,"Lineholder KW1-LH8 ""Linebreaker""","KW1-LH8 ""Linebreaker""",Lineholder,Inner Sphere,Sniper,55.0,2,10in,0,5,5,0,2,False,2,False,2,False,0,0,30,,3065,247,Standard,1330,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3575,Wolverine WVR-7K,WVR-7K,Wolverine,Inner Sphere,Skirmisher,55.0,2,10inj,0,6,3,0,4,False,4,False,0,False,0,0,37,SRM2/2,3050,13,Standard,1331,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4020,Cronus CNS-3M,CNS-3M,Cronus,Inner Sphere,Skirmisher,55.0,2,10inj,0,6,5,0,2,False,2,False,0,False,0,1,32,,3031,256,Introductory,1339,0,0,0,0,0,0,0,0,0,0,0,0,0,0
449,Bushwacker BSW-S2r,BSW-S2r,Bushwacker,Inner Sphere,Skirmisher,55.0,2,10in,0,5,3,0,3,False,3,False,1,False,0,0,32,"AMS,CASE,FLK1/1/1",3075,14,Standard,1339,0,0,0,0,0,0,0,1,0,0,0,0,0,0
879,Dervish DV-6Mr,DV-6Mr,Dervish,Inner Sphere,Brawler,55.0,2,10inj,0,4,5,0,3,False,4,False,2,False,0,0,36,"IF1,LRM1/1/1",3073,14,Standard,1347,0,0,0,1,0,1,0,0,0,0,0,0,0,0
5681,Lightray LGH-7W,LGH-7W,Lightray,Inner Sphere,Skirmisher,55.0,2,14in,0,6,3,0,3,False,2,False,0,True,0,0,45,"C3I,IF0*,MHQ2",3069,14,Standard,1352,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2902,Shadow Hawk SHD-2Hb,SHD-2Hb,Shadow Hawk,Inner Sphere,Skirmisher,55.0,2,10in/6inj,0,5,5,0,3,False,3,False,1,False,0,0,34,"CASE,FLK1/1/1,JMPW1",2752,10,Standard,1354,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1793,Kintaro KTO-20,KTO-20,Kintaro,Inner Sphere,Skirmisher,55.0,2,10in,0,6,5,0,4,False,4,False,0,True,0,0,40,"IF0*,SRM2/2",3035,256,Standard,1357,0,0,0,0,1,1,0,0,0,0,0,0,0,0
3580,Wolverine WVR-9D,WVR-9D,Wolverine,Inner Sphere,Skirmisher,55.0,2,12in,0,6,3,0,4,False,4,False,1,False,0,0,38,"CASE,TAG",3066,247,Standard,1369,0,0,0,0,0,0,0,1,0,0,0,1,0,0
7788,Shadow Hawk SHD-6D,SHD-6D,Shadow Hawk,Inner Sphere,Skirmisher,55.0,2,10inj,0,6,5,0,3,False,3,False,0,True,0,0,36,"CASEII,IF0*,REL",3141,16,Advanced,1371,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1542,Hoplite HOP-4Cb,HOP-4Cb,Hoplite,Inner Sphere,Brawler,55.0,2,8in,0,6,5,0,3,False,3,False,2,False,0,0,32,CASE,2821,11,Standard,1377,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4520,Lightray LGH-4Y,LGH-4Y,Lightray,Inner Sphere,Skirmisher,55.0,2,14in,0,6,3,0,3,False,3,False,0,False,0,0,44,,3064,247,Standard,1379,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1009,Eyleuka EYL-45A,EYL-45A,Eyleuka,Inner Sphere,Striker,55.0,2,10in/14inj,0,5,3,0,2,False,2,False,1,False,0,1,43,"ECM,IF1,JMPS1,OVL,STL,TAG",3069,14,Standard,1387,1,0,1,0,0,1,0,0,0,0,0,1,0,0
1303,Griffin GRF-5K,GRF-5K,Griffin,Inner Sphere,Missile Boat,55.0,2,10in/16inj,0,6,3,0,2,False,2,False,2,False,0,0,40,"CASE,IF1,JMPS1",3071,14,Standard,1390,0,0,0,0,0,1,0,1,0,0,0,0,0,0
437,Buccaneer BCN-5W,BCN-5W,Buccaneer,Inner Sphere,Scout,55.0,2,10in/14inj,0,6,3,0,2,False,1,False,0,False,0,0,37,"C3I,JMPS1,MEL,MHQ2",3069,14,Standard,1393,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7789,Shadow Hawk SHD-7H,SHD-7H,Shadow Hawk,Inner Sphere,Skirmisher,55.0,2,10inj,0,6,3,0,2,False,2,False,1,False,0,0,30,"CASEII,FLK1/1/1,IF0*",3101,254,Standard,1394,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1036,Fennec FEC-1CM,FEC-1CM,Fennec,Inner Sphere,Skirmisher,55.0,2,12in,0,6,3,0,3,False,3,False,2,False,0,1,43,"C3M,ENE,MHQ5,TAG",3080,14,Standard,1395,0,0,0,0,0,0,0,0,0,0,1,1,0,0
3583,Wolverine WVR-9W,WVR-9W,Wolverine,Inner Sphere,Striker,55.0,2,10in/14inj,0,6,3,0,3,False,3,False,2,False,0,0,48,"C3I,CASEII,IF0*,JMPS1,MHQ2",3073,14,Experimental,1404,0,0,0,0,0,1,0,1,1,0,0,0,0,0
1302,Griffin GRF-4R,GRF-4R,Griffin,Inner Sphere,Striker,55.0,2,12in/18inj,0,6,3,0,3,False,2,False,0,True,0,0,39,"IF0*,JMPS1",3076,14,Standard,1412,0,0,0,0,0,1,0,0,0,0,0,0,0,0
880,Dervish DV-7D,DV-7D,Dervish,Inner Sphere,Missile Boat,55.0,2,10inj,0,5,5,0,3,False,3,False,2,False,0,0,36,"CASE,IF1,LRM1/1/1",3047,256,Standard,1412,0,0,0,1,0,1,0,1,0,0,0,0,0,0
1541,Hoplite HOP-4Bb,HOP-4Bb,Hoplite,Inner Sphere,Brawler,55.0,2,8in,0,6,5,0,2,False,3,False,3,False,0,0,36,"AMS,CASE,ECM,IF1",2795,11,Standard,1413,1,0,0,0,0,1,0,1,0,0,0,0,0,0
3581,Wolverine WVR-9K,WVR-9K,Wolverine,Inner Sphere,Skirmisher,55.0,2,10inj,0,6,3,0,2,False,2,False,0,False,0,0,33,"C3S,CASE,MEL,MHQ1,TSM",3074,14,Standard,1419,0,0,0,0,0,0,0,1,0,1,0,0,0,0
6622,Gauntlet GTL-1OA,GTL-1OA,Gauntlet,Inner Sphere,Skirmisher,55.0,2,12in,0,6,3,0,3,False,3,False,2,False,0,0,36,"CASEII,IF1,OMNI",3128,254,Standard,1420,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1202,Gladiator GLD-5R,GLD-5R,Gladiator,Inner Sphere,Skirmisher,55.0,2,8in/12inj,0,6,3,0,3,False,3,False,0,True,0,0,37,"C3S,ECM,IF0*,JMPS1,MHQ1",3075,14,Standard,1425,1,0,0,0,0,1,0,0,0,1,0,0,0,0
7698,Marshal MHL-6FR,MHL-6FR,Marshal,Inner Sphere,Skirmisher,55.0,2,8in/12inj,0,6,3,0,4,False,3,False,0,False,0,0,32,"ENE,JMPS1",3086,15,Standard,1429,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2906,Shadow Hawk SHD-5M,SHD-5M,Shadow Hawk,Inner Sphere,Missile Boat,55.0,2,10inj,0,6,3,0,2,False,3,False,2,False,0,0,35,"CASE,IF1",3048,256,Standard,1430,0,0,0,0,0,1,0,1,0,0,0,0,0,0
436,Buccaneer BCN-3R,BCN-3R,Buccaneer,Inner Sphere,Skirmisher,55.0,2,12in,0,6,3,0,3,False,3,False,1,False,0,2,36,MEL,3055,13,Standard,1434,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2163,Men Shen MS1-OC,MS1-OC,Men Shen,Inner Sphere,Striker,55.0,2,16in,0,6,3,0,3,False,3,False,0,False,0,0,50,"ECM,ENE,OMNI,PRB,RCN",3060,13,Standard,1435,1,0,0,0,0,0,0,0,0,0,0,0,1,1
6900,Fennec FEC-5CM,FEC-5CM,Fennec,Mixed,Skirmisher,55.0,2,10in,0,6,2,0,3,False,3,False,0,False,0,1,43,"C3BSM,ENE,LPRB,MHQ6,RCN,REL,RHS,TAG",3133,16,Advanced,1445,0,0,0,0,0,0,0,0,0,0,0,1,1,1
3577,Wolverine WVR-8C,WVR-8C,Wolverine,Inner Sphere,Skirmisher,55.0,2,10inj,0,6,3,0,4,False,4,False,0,False,0,0,39,"C3S,MHQ1",3067,247,Standard,1447,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3694,Alfar AL-A1,AL-A1,Alfar,Inner Sphere,Skirmisher,55.0,2,10in/6inj,0,6,5,0,3,False,3,False,1,False,0,1,37,JMPW1,2573,10,Standard,1447,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2908,Shadow Hawk SHD-7M,SHD-7M,Shadow Hawk,Inner Sphere,Missile Boat,55.0,2,10inj,0,6,3,0,2,False,3,False,2,False,0,0,35,"CASE,IF1",3066,247,Standard,1447,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1295,"Griffin GRF-1E ""Sparky""","GRF-1E ""Sparky""",Griffin,Inner Sphere,Skirmisher,55.0,2,10inj,0,6,5,0,2,False,2,False,1,False,0,2,34,ENE,3035,256,Introductory,1449,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4519,Lightray LGH-4W,LGH-4W,Lightray,Inner Sphere,Skirmisher,55.0,2,14in,0,6,3,0,3,False,3,False,0,False,0,0,44,ENE,3065,247,Standard,1450,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6253,Cyllaros,,Cyllaros,Clan,Skirmisher,55.0,2,10inqt,0,5,5,0,4,False,4,False,1,False,0,0,40,"CASE,ECM,IF1,QV,TUR(4/4/1,IF1)",3136,16,Advanced,1450,1,0,0,0,0,1,0,1,0,0,0,0,0,0
7737,Shadow Hawk SHD-2Ht,SHD-2Ht,Shadow Hawk,Inner Sphere,Skirmisher,55.0,2,10inj,0,5,5,0,4,False,4,False,0,False,0,0,37,CASE,3052,13,Standard,1453,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2833,Scorpion SCP-10M,SCP-10M,Scorpion,Inner Sphere,Sniper,55.0,2,14in,0,5,3,0,2,False,3,False,3,False,0,0,44,IF1,3080,14,Standard,1458,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2347,Osprey OSP-26 (Lawrence),OSP-26 (Lawrence),Osprey,Inner Sphere,Skirmisher,55.0,2,8in/10inj,0,6,3,0,3,False,3,False,2,False,0,1,40,"C3S,CASE,IF0*,JMPS1,MHQ1,PRB,RCN",3085,15,Standard,1461,0,0,0,0,0,1,0,1,0,1,0,0,1,1
2089,Marshal MHL-6MC,MHL-6MC,Marshal,Inner Sphere,Skirmisher,55.0,2,8inj,0,6,3,0,3,False,3,False,1,False,0,1,31,IF1,3073,14,Standard,1467,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6410,Exhumer EXR-2X,EXR-2X,Exhumer,Inner Sphere,Sniper,55.0,2,12in,0,6,3,0,2,False,3,False,3,False,0,0,36,"CASEII,IF1",3129,254,Standard,1468,0,0,0,0,0,1,0,1,0,0,0,0,0,0
6411,Exhumer EXR-3P,EXR-3P,Exhumer,Inner Sphere,Skirmisher,55.0,2,12in,0,6,3,0,3,False,3,False,0,False,0,0,34,"CASEII,TSM",3131,16,Standard,1469,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1328,Grim Reaper GRM-R-PR29,GRM-R-PR29,Grim Reaper,Inner Sphere,Skirmisher,55.0,2,10in,0,6,3,0,3,False,3,False,2,False,0,1,37,"AMS,CASE,IF1,LRM1/1/1",3052,13,Standard,1469,0,0,0,1,0,1,0,1,0,0,0,0,0,0
8314,Scorpion SCP-1BR,SCP-1BR,Scorpion,Inner Sphere,Skirmisher,55.0,2,16in,0,5,3,0,3,False,3,False,1,False,0,0,42,CASE,3135,16,Standard,1473,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3584,Wolverine WVR-9W2,WVR-9W2,Wolverine,Inner Sphere,Striker,55.0,2,10in/14inj,0,6,3,0,3,False,3,False,2,False,0,0,49,"C3S,CASE,ECM,IF0*,JMPS1,MHQ1",3077,14,Standard,1480,1,0,0,0,0,1,0,1,0,1,0,0,0,0
8254,Wolverine WVR-9R,WVR-9R,Wolverine,Inner Sphere,Skirmisher,55.0,2,10inj,0,6,3,0,4,False,4,False,2,False,0,0,39,CASE,3089,15,Standard,1481,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7591,Ryoken (Stormcrow) (Attwater),(Attwater),Ryoken (Stormcrow),Clan,Sniper,55.0,2,12inj,0,6,3,0,2,False,2,False,2,False,0,0,32,"CASE,FLK1/1/1,IF1,OMNI",3050,13,Standard,1482,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1008,Eyleuka EYL-35A,EYL-35A,Eyleuka,Inner Sphere,Missile Boat,55.0,2,10in/14inj,0,6,3,0,2,False,2,False,2,False,0,1,47,"ECM,IF1,JMPS1,STL,TAG",3069,14,Standard,1484,1,0,1,0,0,1,0,0,0,0,0,1,0,0
1896,Lineholder KW2-LHW,KW2-LHW,Lineholder,Inner Sphere,Skirmisher,55.0,2,10in,0,6,5,0,3,False,3,False,2,False,0,1,43,"C3I,IF1,MHQ2",3065,247,Standard,1484,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2162,Men Shen MS1-OB,MS1-OB,Men Shen,Inner Sphere,Striker,55.0,2,16in,0,6,3,0,3,False,3,False,0,True,0,0,48,"FLK0*/0*/0*,OMNI,PRB,RCN",3060,13,Standard,1484,0,0,0,0,0,0,0,0,0,0,0,0,1,1
3589,Wraith TR2,TR2,Wraith,Inner Sphere,Skirmisher,55.0,2,14inj,0,5,3,0,2,False,2,False,1,False,0,1,38,ENE,3057,13,Standard,1485,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8379,"Buccaneer BCN-6PX ""Pan""","BCN-6PX ""Pan""",Buccaneer,Inner Sphere,Skirmisher,55.0,2,12in/22inj,0,6,3,0,2,False,2,False,0,False,0,0,41,"ENE,JMPS2,MEL,REL",3140,16,Advanced,1490,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2907,Shadow Hawk SHD-7CS,SHD-7CS,Shadow Hawk,Inner Sphere,Missile Boat,55.0,2,10inj,0,6,3,0,3,False,3,False,2,False,0,0,39,"C3I,CASE,IF1,MHQ2",3066,247,Standard,1496,0,0,0,0,0,1,0,1,1,0,0,0,0,0
943,Eidolon C-EID-001,C-EID-001,Eidolon,Inner Sphere,Striker,55.0,2,10in/14inj,0,6,5,0,2,False,2,False,0,False,0,0,44,"C3I,ENE,JMPS1,MHQ2",3077,14,Standard,1505,0,0,0,0,0,0,0,0,1,0,0,0,0,0
447,Bushwacker BSW-L1,BSW-L1,Bushwacker,Inner Sphere,Skirmisher,55.0,2,10in,0,6,3,0,3,False,3,False,1,False,0,0,33,"CASE,FLK1/1/-",3063,247,Standard,1513,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3219,Thunder Fox TFT-L8,TFT-L8,Thunder Fox,Inner Sphere,Skirmisher,55.0,2,10inj,0,5,3,0,3,False,2,False,1,False,0,0,28,FLK1/1/1,3082,15,Standard,1513,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9403,Griffin GRF-6R,GRF-6R,Griffin,Inner Sphere,Sniper,55.0,2,10inj,0,5,3,0,2,False,2,False,2,False,0,1,40,"CASEII,ECM,IF1,STL",3085,15,Standard,1515,1,0,1,0,0,1,0,1,0,0,0,0,0,0
5806,Shadow Hawk SHD-5D (Sandy),SHD-5D (Sandy),Shadow Hawk,Inner Sphere,Sniper,55.0,2,10inj,0,5,5,0,2,False,2,False,2,False,0,0,31,"ENE,TAG",3068,14,Standard,1517,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1197,Gladiator GLD-1R (Keller),GLD-1R (Keller),Gladiator,Inner Sphere,Skirmisher,55.0,2,10in/12inj,0,6,3,0,3,False,2,False,0,True,0,0,35,"ARM,C3I,IF0*,MHQ2",3071,14,Experimental,1517,0,0,0,0,0,1,0,0,1,0,0,0,0,0
883,Dervish DV-9D,DV-9D,Dervish,Inner Sphere,Missile Boat,55.0,2,10inj,0,6,3,0,4,False,3,False,2,False,0,1,38,"CASE,IF1",3068,14,Standard,1518,0,0,0,0,0,1,0,1,0,0,0,0,0,0
9431,Hoplite HOP-5C,HOP-5C,Hoplite,Mixed,Brawler,55.0,2,8in,0,6,3,0,3,False,3,False,2,False,0,0,32,"BRA,CASEII,IF0*",3138,16,Advanced,1520,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1300,Griffin GRF-3M,GRF-3M,Griffin,Inner Sphere,Sniper,55.0,2,10inj,0,5,3,0,2,False,3,False,3,False,0,0,33,"CASE,IF1,LRM1/1/1",3049,13,Standard,1521,0,0,0,1,0,1,0,1,0,0,0,0,0,0
2742,Rook NH-2,NH-2,Rook,Inner Sphere,Skirmisher,55.0,2,8in/12inj,0,6,5,0,3,False,3,False,1,False,0,0,34,"ENE,JMPS1",3076,14,Standard,1525,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2161,Men Shen MS1-OA,MS1-OA,Men Shen,Inner Sphere,Striker,55.0,2,16in,0,6,3,0,3,False,3,False,1,False,0,0,49,"FLK1/1/1,OMNI,PRB,RCN,TAG",3060,13,Standard,1529,0,0,0,0,0,0,0,0,0,0,0,1,1,1
7377,Osprey OSP-36,OSP-36,Osprey,Inner Sphere,Sniper,55.0,2,8inj,0,6,3,0,3,False,2,False,2,False,0,1,31,"CASE,IF0*,RAMS,RHS",3139,16,Advanced,1532,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2909,Shadow Hawk SHD-8L,SHD-8L,Shadow Hawk,Inner Sphere,Striker,55.0,2,10in/14inj,0,5,3,0,3,False,3,False,0,True,0,0,44,"ECM,IF0*,JMPS1,PRB,RCN",3079,14,Advanced,1536,1,0,0,0,0,1,0,0,0,0,0,0,1,1
826,Dark Crow 4,4,Dark Crow,Clan,Skirmisher,55.0,2,12in,0,5,3,0,4,False,4,False,2,False,0,0,36,CASE,3087,15,Standard,1538,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2346,Osprey OSP-26,OSP-26,Osprey,Inner Sphere,Skirmisher,55.0,2,8inj,0,6,3,0,4,False,4,False,2,False,0,0,37,"CASE,IF0*,PRB,RCN",3076,14,Standard,1541,0,0,0,0,0,1,0,1,0,0,0,0,1,1
1331,Grim Reaper GRM-R-PR62A,GRM-R-PR62A,Grim Reaper,Inner Sphere,Skirmisher,55.0,2,10in/14inj,0,6,3,0,3,False,2,False,1,False,0,1,42,"AMS,CASE,IF1,JMPS1",3072,14,Standard,1542,0,0,0,0,0,1,0,1,0,0,0,0,0,0
3578,Wolverine WVR-8D,WVR-8D,Wolverine,Inner Sphere,Skirmisher,55.0,2,12in/10inj,0,6,3,0,3,False,3,False,1,False,0,0,34,CASE,3066,247,Standard,1547,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6981,Men Shen MS1-O (Li),MS1-O (Li),Men Shen,Inner Sphere,Striker,55.0,2,16in,0,6,3,0,4,False,4,False,1,False,0,0,55,"IF1,OMNI,PRB,RCN",3068,14,Standard,1550,0,0,0,0,0,1,0,0,0,0,0,0,1,1
2160,Men Shen MS1-O,MS1-O,Men Shen,Inner Sphere,Striker,55.0,2,16in,0,6,3,0,4,False,4,False,1,False,0,0,55,"IF1,OMNI,PRB,RCN",3060,13,Standard,1550,0,0,0,0,0,1,0,0,0,0,0,0,1,1
1037,Fennec FEC-3C,FEC-3C,Fennec,Inner Sphere,Sniper,55.0,2,12in,0,6,3,0,2,False,3,False,3,False,0,0,37,"C3S,ENE,MHQ1",3087,15,Standard,1551,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1885,Lightray LGH-6W,LGH-6W,Lightray,Inner Sphere,Skirmisher,55.0,2,14in,0,6,3,0,2,False,2,False,1,False,0,1,45,"C3I,ENE,MHQ2",3067,247,Standard,1554,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7622,Naja KTO-19b-EC,KTO-19b-EC,Naja,Clan,Brawler,55.0,2,10in,0,6,3,0,5,False,5,False,1,False,0,0,42,"IF1,SRM3/3/-",2824,11,Experimental,1557,0,0,0,0,1,1,0,0,0,0,0,0,0,0
7436,Griffin GRF-3N,GRF-3N,Griffin,Inner Sphere,Sniper,55.0,2,10inj,0,6,5,0,2,False,2,False,2,False,0,0,34,"CASEII,IF1",3093,15,Standard,1560,0,0,0,0,0,1,0,1,0,0,0,0,0,0
8315,Scorpion SCP-2N,SCP-2N,Scorpion,Inner Sphere,Skirmisher,55.0,2,16in,0,6,3,0,2,False,2,False,0,True,0,0,41,"CASEII,IF0*,TAG",3133,16,Standard,1562,0,0,0,0,0,1,0,1,0,0,0,1,0,0
2344,Osprey OSP-15,OSP-15,Osprey,Inner Sphere,Sniper,55.0,2,8inj,0,6,3,0,4,False,4,False,3,False,0,0,35,"CASE,IF1",2738,10,Standard,1564,0,0,0,0,0,1,0,1,0,0,0,0,0,0
6675,Kheper KHP-7R,KHP-7R,Kheper,Inner Sphere,Brawler,55.0,2,10in,0,5,3,0,4,False,4,False,2,False,0,0,36,"CASEII,IF0*",3135,16,Standard,1568,0,0,0,0,0,1,0,1,0,0,0,0,0,0
7785,Shadow Hawk SHD-4H,SHD-4H,Shadow Hawk,Inner Sphere,Sniper,55.0,2,10inj,0,6,5,0,2,False,2,False,2,False,0,0,33,ENE,3097,15,Standard,1569,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1796,Kintaro KTO-K,KTO-K,Kintaro,Inner Sphere,Skirmisher,55.0,2,10inj,0,6,5,0,4,False,4,False,0,False,0,0,42,"C3S,CASE,MHQ1",3058,13,Standard,1571,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1011,Eyleuka EYL-4A,EYL-4A,Eyleuka,Inner Sphere,Striker,55.0,2,16in/12inj,0,6,3,0,3,False,2,False,1,False,0,0,45,"CASE,JMPW1,PRB,RCN",3068,14,Standard,1571,0,0,0,0,0,0,0,1,0,0,0,0,1,1
2897,Shadow Hawk SHD-12C,SHD-12C,Shadow Hawk,Inner Sphere,Sniper,55.0,2,12in/8inj,0,6,3,0,3,False,3,False,2,False,0,0,36,"CASE,IF0*,JMPW1",3079,14,Standard,1574,0,0,0,0,0,1,0,1,0,0,0,0,0,0
824,Dark Crow 2,2,Dark Crow,Clan,Sniper,55.0,2,12in,0,4,3,0,3,False,3,False,2,False,0,0,30,"CASE,FLK1/1/1",3084,15,Standard,1575,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6509,Quasimodo QSM-3D,QSM-3D,Quasimodo,Inner Sphere,Skirmisher,55.0,2,10inj,0,6,3,0,4,False,3,False,0,False,0,1,36,TSM,3140,16,Advanced,1575,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3579,Wolverine WVR-8K,WVR-8K,Wolverine,Inner Sphere,Skirmisher,55.0,2,10inj,0,6,3,0,4,False,4,False,1,False,0,0,38,CASE,3064,247,Standard,1576,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4021,Cronus CNS-5M,CNS-5M,Cronus,Inner Sphere,Skirmisher,55.0,2,12inj,0,6,3,0,3,False,3,False,1,False,0,1,38,"C3S,CASE,MHQ1",3060,13,Standard,1579,0,0,0,0,0,0,0,1,0,1,0,0,0,0
9269,Wraith TR5,TR5,Wraith,Inner Sphere,Skirmisher,55.0,2,16in/14inj,0,5,3,0,3,False,3,False,0,False,0,0,42,ENE,3140,16,Standard,1581,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2164,Men Shen MS1-OD,MS1-OD,Men Shen,Inner Sphere,Striker,55.0,2,16in,0,6,3,0,3,False,3,False,1,False,0,1,50,"OMNI,PRB,RCN,SRM1/1",3060,13,Standard,1581,0,0,0,0,1,0,0,0,0,0,0,0,1,1
5816,Pariah (Septicemia) F,F,Pariah (Septicemia),Clan,Missile Boat,55.0,2,10in,0,6,3,0,0,False,0,False,0,False,0,0,44,"ARTAC-2,CASE,OMNI",3072,14,Advanced,1586,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3609,Yao Lien YOL-4C,YOL-4C,Yao Lien,Inner Sphere,Striker,55.0,2,10in/14inj,0,6,5,0,2,False,2,False,0,False,0,0,45,"C3S,ECM,ENE,JMPS1,MHQ1",3086,15,Standard,1586,1,0,0,0,0,0,0,0,0,1,0,0,0,0
7786,Shadow Hawk SHD-5S,SHD-5S,Shadow Hawk,Inner Sphere,Scout,55.0,2,12in/10inj,0,6,3,0,4,False,4,False,0,False,0,0,43,"CT0.5,ECM,ENE,PRB,RCN,TAG",3054,13,Standard,1590,1,0,0,0,0,0,0,0,0,0,0,1,1,1
2904,Shadow Hawk SHD-3K,SHD-3K,Shadow Hawk,Inner Sphere,Sniper,55.0,2,10inj,0,5,5,0,2,False,3,False,2,False,0,0,37,"C3S,CASE,IF0*,MHQ1",3075,14,Standard,1591,0,0,0,0,0,1,0,1,0,1,0,0,0,0
1301,Griffin GRF-4N,GRF-4N,Griffin,Inner Sphere,Striker,55.0,2,12inj,0,5,3,0,2,False,2,False,0,False,0,1,28,ENE,3083,15,Standard,1591,0,0,0,0,0,0,0,0,0,0,0,0,0,0
827,Dark Crow,,Dark Crow,Clan,Sniper,55.0,2,12in,0,4,3,0,4,False,4,False,3,False,0,0,35,CASE,3084,15,Standard,1594,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5078,Slagmaiden SLG-X,SLG-X,Slagmaiden,Mixed,Skirmisher,55.0,2,14in,0,6,2,0,3,False,3,False,0,False,0,0,44,"CASEII,MEL,SHLD",3076,14,Experimental,1602,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7996,Lineholder KW2-LH10,KW2-LH10,Lineholder,Inner Sphere,Brawler,55.0,2,10in,0,6,3,0,3,False,3,False,1,False,0,0,40,"C3EM,C3S,CASEII,ECM,IF1,MHQ2",3131,16,Advanced,1606,1,0,0,0,0,1,0,1,0,1,0,0,0,0
1299,Griffin GRF-2N,GRF-2N,Griffin,Inner Sphere,Skirmisher,55.0,2,10inj,0,6,5,0,3,False,3,False,1,False,0,0,38,"CASE,ECM,SRM2/2",2751,10,Standard,1606,1,0,0,0,1,0,0,1,0,0,0,0,0,0
6413,Hitotsume Kozo HKZ-1P,HKZ-1P,Hitotsume Kozo,Inner Sphere,Brawler,55.0,2,8inj,0,8,3,0,3,False,3,False,2,False,0,0,36,"CR,MEL,TSM",3136,16,Advanced,1611,0,0,0,0,0,0,0,0,0,0,0,0,0,0
